"original_idx1","original_idx2","celltype1","celltype2"
5496,2893,"cd14mono","cd4naivet"
5496,4955,"cd14mono","cd4naivet"
5496,1416,"cd14mono","cd4memoryt"
5497,393,"cd4naivet","cd14mono"
5497,2546,"cd4naivet","cd14mono"
5498,7317,"cd14mono","tactivated"
5498,6988,"cd14mono","tactivated"
5499,6685,"cd14mono","cd4naivet"
5499,4393,"cd14mono","cd4naivet"
5499,5637,"cd14mono","cd4naivet"
5501,2378,"cd4memoryt","cd16mono"
5501,2384,"cd4memoryt","cd16mono"
5501,4254,"cd4memoryt","cd14mono"
5502,2346,"cd4memoryt","cd14mono"
5502,1882,"cd4memoryt","cd14mono"
5503,6853,"cd4memoryt","nk"
5504,3065,"cd4naivet","cd4memoryt"
5504,1057,"cd4naivet","cd4memoryt"
5504,4128,"cd4naivet","cd14mono"
5507,5501,"cd14mono","cd4memoryt"
5507,4053,"cd14mono","cd4memoryt"
5507,6869,"cd14mono","mk"
5508,1902,"cd4memoryt","cd14mono"
5508,4216,"cd4memoryt","cd14mono"
5508,2124,"cd4memoryt","bactivated"
5509,3492,"cd14mono","b"
5509,5022,"cd14mono","cd16mono"
5510,2291,"cd16mono","tactivated"
5510,3945,"cd16mono","cd14mono"
5511,5501,"cd14mono","cd4memoryt"
5512,6441,"cd4naivet","cd4memoryt"
5512,5976,"cd4naivet","cd14mono"
5512,6112,"cd4naivet","cd14mono"
5512,2765,"cd4naivet","dc"
5513,1612,"cd4naivet","tactivated"
5514,1880,"cd14mono","cd4naivet"
5516,4898,"cd4memoryt","tactivated"
5516,6099,"cd4memoryt","cd14mono"
5517,1840,"cd16mono","cd14mono"
5517,746,"cd16mono","cd14mono"
5517,856,"cd16mono","tactivated"
5518,6186,"cd4naivet","nk"
5518,5249,"cd4naivet","b"
5518,825,"cd4naivet","cd4memoryt"
5519,4005,"cd14mono","cd4memoryt"
5520,5883,"cd14mono","b"
5520,7111,"cd14mono","cd4memoryt"
5521,1991,"cd4memoryt","cd14mono"
5521,5064,"cd4memoryt","tactivated"
5521,358,"cd4memoryt","cd4naivet"
5521,6242,"cd4memoryt","cd14mono"
5522,2025,"cd16mono","cd14mono"
5523,3218,"cd4memoryt","cd14mono"
5523,654,"cd4memoryt","b"
5523,6965,"cd4memoryt","cd16mono"
5524,7241,"cd4naivet","cd14mono"
5526,6735,"b","cd4memoryt"
5527,2930,"cd4naivet","cd14mono"
5527,1570,"cd4naivet","cd4memoryt"
5527,2992,"cd4naivet","dc"
5528,6609,"cd4memoryt","cd16mono"
5531,4077,"cd8t","cd4memoryt"
5531,4939,"cd8t","cd4naivet"
5531,6670,"cd8t","cd4memoryt"
5531,3871,"cd8t","cd14mono"
5532,3164,"cd4naivet","cd16mono"
5534,4141,"cd14mono","cd16mono"
5535,6712,"cd4memoryt","cd14mono"
5535,3648,"cd4memoryt","cd14mono"
5536,809,"cd4memoryt","cd14mono"
5537,4170,"cd4naivet","nk"
5537,717,"cd4naivet","cd16mono"
5538,525,"cd4memoryt","cd14mono"
5538,5653,"cd4memoryt","cd4naivet"
5538,51,"cd4memoryt","cd14mono"
5541,2829,"cd14mono","nk"
5542,5337,"bactivated","tactivated"
5542,982,"bactivated","cd16mono"
5543,6097,"cd4memoryt","cd4naivet"
5543,1340,"cd4memoryt","cd4naivet"
5543,6143,"cd4memoryt","cd14mono"
5544,2878,"cd14mono","cd4memoryt"
5545,2228,"nk","cd14mono"
5545,4709,"nk","cd4memoryt"
5545,611,"nk","cd14mono"
5545,7389,"nk","tactivated"
5546,6489,"cd4naivet","nk"
5546,4618,"cd4naivet","b"
5548,5954,"cd8t","cd14mono"
5549,2445,"nk","cd4memoryt"
5550,2389,"cd14mono","cd4memoryt"
5550,1628,"cd14mono","dc"
5551,2153,"cd14mono","cd8t"
5552,1386,"cd4naivet","cd16mono"
5552,3499,"cd4naivet","cd4memoryt"
5553,1471,"cd8t","cd4memoryt"
5553,1591,"cd8t","cd16mono"
5553,680,"cd8t","tactivated"
5553,5606,"cd8t","cd4naivet"
5554,7090,"cd14mono","dc"
5556,5855,"cd4memoryt","cd16mono"
5556,4182,"cd4memoryt","bactivated"
5556,525,"cd4memoryt","cd14mono"
5556,5736,"cd4memoryt","tactivated"
5559,6277,"cd14mono","nk"
5561,5311,"dc","cd4naivet"
5561,7096,"dc","tactivated"
5563,3177,"cd14mono","tactivated"
5563,2286,"cd14mono","cd8t"
5563,2401,"cd14mono","cd4memoryt"
5565,1280,"cd14mono","b"
5566,4536,"tactivated","cd14mono"
5566,4388,"tactivated","cd16mono"
5566,3294,"tactivated","cd14mono"
5566,5078,"tactivated","cd16mono"
5567,2563,"cd4memoryt","b"
5567,1136,"cd4memoryt","b"
5567,3354,"cd4memoryt","cd16mono"
5570,1555,"cd14mono","nk"
5570,729,"cd14mono","b"
5570,2660,"cd14mono","nk"
5571,1967,"cd4naivet","cd14mono"
5571,1820,"cd4naivet","cd14mono"
5573,5791,"cd8t","cd14mono"
5573,5306,"cd8t","cd14mono"
5573,6010,"cd8t","b"
5573,1159,"cd8t","cd16mono"
5576,4341,"cd4naivet","nk"
5576,2468,"cd4naivet","tactivated"
5578,184,"cd4memoryt","cd16mono"
5578,6544,"cd4memoryt","b"
5578,5793,"cd4memoryt","b"
5578,2522,"cd4memoryt","cd4naivet"
5579,4640,"cd4memoryt","cd14mono"
5579,2173,"cd4memoryt","dc"
5579,4427,"cd4memoryt","cd14mono"
5579,7311,"cd4memoryt","cd4naivet"
5580,5088,"nk","tactivated"
5580,5006,"nk","cd16mono"
5580,686,"nk","cd16mono"
5581,6541,"cd14mono","cd4memoryt"
5583,4239,"b","dc"
5583,2648,"b","cd8t"
5583,1804,"b","mk"
5583,376,"b","cd14mono"
5584,4869,"cd8t","cd16mono"
5584,5167,"cd8t","dc"
5586,2404,"cd4naivet","nk"
5586,6795,"cd4naivet","cd16mono"
5588,405,"cd14mono","cd4memoryt"
5591,3689,"cd4naivet","b"
5593,5835,"cd8t","b"
5594,1337,"bactivated","cd4naivet"
5594,3344,"bactivated","tactivated"
5594,6333,"bactivated","cd8t"
5595,620,"cd14mono","cd16mono"
5595,3986,"cd14mono","cd4naivet"
5595,7428,"cd14mono","cd4naivet"
5595,4785,"cd14mono","cd16mono"
5596,4904,"cd8t","nk"
5596,5819,"cd8t","cd4naivet"
5597,419,"cd8t","cd14mono"
5597,1727,"cd8t","cd16mono"
5597,5037,"cd8t","cd14mono"
5598,546,"cd4memoryt","cd14mono"
5599,859,"cd14mono","cd4memoryt"
5599,7387,"cd14mono","cd8t"
5600,3326,"cd8t","nk"
5600,4818,"cd8t","cd4naivet"
5602,3616,"cd4memoryt","cd8t"
5603,2926,"cd4naivet","cd14mono"
5604,6935,"cd14mono","cd4naivet"
5604,4498,"cd14mono","cd4naivet"
5605,2363,"cd4naivet","nk"
5605,1712,"cd4naivet","cd14mono"
5605,475,"cd4naivet","cd14mono"
5605,2117,"cd4naivet","cd14mono"
5605,1900,"cd4naivet","nk"
5606,6634,"cd4naivet","cd4memoryt"
5606,2926,"cd4naivet","cd14mono"
5606,3431,"cd4naivet","cd4memoryt"
5606,6318,"cd4naivet","cd14mono"
5607,458,"cd14mono","nk"
5608,3841,"cd16mono","cd8t"
5608,3974,"cd16mono","cd8t"
5608,888,"cd16mono","cd14mono"
5608,1160,"cd16mono","cd14mono"
5609,623,"cd14mono","mk"
5610,2835,"cd4naivet","cd4memoryt"
5610,1214,"cd4naivet","cd4memoryt"
5610,1882,"cd4naivet","cd14mono"
5611,7283,"cd14mono","nk"
5611,5487,"cd14mono","cd4naivet"
5613,2815,"cd16mono","pdc"
5614,1575,"cd4memoryt","cd8t"
5615,3761,"cd4memoryt","cd14mono"
5615,1155,"cd4memoryt","b"
5615,6087,"cd4memoryt","cd4naivet"
5615,4772,"cd4memoryt","cd14mono"
5615,3746,"cd4memoryt","cd4naivet"
5616,4290,"b","cd14mono"
5617,7323,"b","cd14mono"
5617,4865,"b","cd8t"
5617,4584,"b","cd14mono"
5617,1671,"b","cd4naivet"
5617,2244,"b","tactivated"
5618,1764,"cd14mono","mk"
5618,7332,"cd14mono","cd16mono"
5619,2982,"mk","b"
5619,5595,"mk","cd14mono"
5620,865,"tactivated","b"
5620,38,"tactivated","cd14mono"
5620,3644,"tactivated","cd14mono"
5620,5336,"tactivated","cd14mono"
5621,6776,"cd4memoryt","cd16mono"
5624,3592,"cd4naivet","cd14mono"
5625,2099,"dc","cd14mono"
5626,5972,"cd16mono","nk"
5626,4424,"cd16mono","dc"
5627,3449,"cd14mono","b"
5627,3518,"cd14mono","cd4naivet"
5627,5911,"cd14mono","dc"
5629,897,"cd4naivet","cd14mono"
5629,5423,"cd4naivet","cd16mono"
5629,3280,"cd4naivet","cd4memoryt"
5629,5754,"cd4naivet","dc"
5630,6787,"cd14mono","bactivated"
5631,3235,"cd14mono","cd16mono"
5631,6343,"cd14mono","cd4memoryt"
5633,4183,"cd14mono","cd16mono"
5635,6463,"cd14mono","pdc"
5635,1851,"cd14mono","cd16mono"
5635,1009,"cd14mono","cd4naivet"
5637,3404,"cd4naivet","dc"
5637,4702,"cd4naivet","cd14mono"
5637,7075,"cd4naivet","tactivated"
5638,6591,"cd14mono","b"
5638,5159,"cd14mono","cd4naivet"
5639,5874,"cd14mono","cd16mono"
5640,1184,"cd8t","b"
5640,5482,"cd8t","b"
5640,2019,"cd8t","cd4memoryt"
5641,5736,"cd4memoryt","tactivated"
5641,1020,"cd4memoryt","cd16mono"
5641,2921,"cd4memoryt","bactivated"
5641,809,"cd4memoryt","cd14mono"
5641,182,"cd4memoryt","cd4naivet"
5642,5535,"b","cd4memoryt"
5642,2440,"b","dc"
5642,3084,"b","cd14mono"
5642,6216,"b","cd4memoryt"
5644,4545,"b","cd14mono"
5644,180,"b","bactivated"
5645,5719,"cd16mono","nk"
5645,4112,"cd16mono","nk"
5645,2047,"cd16mono","cd14mono"
5648,5267,"cd14mono","cd4naivet"
5649,7246,"cd4memoryt","bactivated"
5649,2794,"cd4memoryt","mk"
5649,5495,"cd4memoryt","mk"
5649,1143,"cd4memoryt","mk"
5649,1680,"cd4memoryt","cd4naivet"
5652,2124,"cd4memoryt","bactivated"
5652,7412,"cd4memoryt","b"
5652,3151,"cd4memoryt","cd14mono"
5652,1946,"cd4memoryt","cd14mono"
5652,1668,"cd4memoryt","cd4naivet"
5653,747,"cd4naivet","cd16mono"
5653,5109,"cd4naivet","cd14mono"
5654,4784,"cd14mono","dc"
5655,5880,"tactivated","cd14mono"
5655,5976,"tactivated","cd14mono"
5655,1204,"tactivated","cd14mono"
5656,3478,"bactivated","cd14mono"
5656,5258,"bactivated","eryth"
5656,3715,"bactivated","cd14mono"
5657,2203,"cd4memoryt","cd4naivet"
5658,7198,"cd16mono","b"
5658,2857,"cd16mono","cd14mono"
5659,4727,"cd14mono","mk"
5660,6779,"cd14mono","cd4naivet"
5660,1252,"cd14mono","nk"
5660,506,"cd14mono","dc"
5661,1090,"cd14mono","cd16mono"
5662,602,"cd16mono","b"
5663,1057,"cd4naivet","cd4memoryt"
5667,1787,"dc","b"
5668,3293,"cd4naivet","cd8t"
5668,2468,"cd4naivet","tactivated"
5671,6615,"cd16mono","tactivated"
5671,4233,"cd16mono","cd4memoryt"
5671,309,"cd16mono","b"
5672,4159,"nk","cd16mono"
5672,5714,"nk","cd14mono"
5672,2931,"nk","bactivated"
5672,4709,"nk","cd4memoryt"
5672,6807,"nk","cd16mono"
5674,2673,"cd14mono","cd16mono"
5675,2567,"cd4memoryt","cd4naivet"
5676,1886,"cd4naivet","nk"
5676,6879,"cd4naivet","tactivated"
5677,6236,"cd14mono","cd4memoryt"
5679,6482,"nk","cd4memoryt"
5679,336,"nk","cd14mono"
5680,6507,"cd14mono","cd4naivet"
5680,5705,"cd14mono","cd4naivet"
5680,2695,"cd14mono","cd8t"
5681,1790,"cd16mono","cd14mono"
5681,4607,"cd16mono","cd4naivet"
5682,2655,"dc","b"
5683,6755,"nk","cd16mono"
5683,2642,"nk","dc"
5683,855,"nk","tactivated"
5683,5923,"nk","b"
5686,2423,"cd14mono","cd4memoryt"
5687,880,"cd4naivet","cd14mono"
5687,2943,"cd4naivet","cd14mono"
5687,5521,"cd4naivet","cd4memoryt"
5688,3853,"cd4memoryt","cd14mono"
5688,7213,"cd4memoryt","cd14mono"
5689,1711,"cd8t","dc"
5692,4978,"cd14mono","b"
5692,838,"cd14mono","cd4naivet"
5693,6726,"cd8t","cd16mono"
5693,3753,"cd8t","cd14mono"
5693,7039,"cd8t","dc"
5694,1025,"cd4naivet","nk"
5694,248,"cd4naivet","cd14mono"
5694,6412,"cd4naivet","cd14mono"
5695,2166,"nk","cd14mono"
5695,3163,"nk","cd14mono"
5695,3944,"nk","cd16mono"
5695,7359,"nk","b"
5697,6990,"cd16mono","cd14mono"
5697,5063,"cd16mono","cd14mono"
5697,2761,"cd16mono","cd14mono"
5697,6424,"cd16mono","cd4naivet"
5698,1123,"cd4memoryt","cd14mono"
5698,3958,"cd4memoryt","cd4naivet"
5698,1693,"cd4memoryt","cd14mono"
5699,6464,"cd14mono","tactivated"
5700,3353,"cd8t","cd4memoryt"
5700,3819,"cd8t","b"
5700,3855,"cd8t","b"
5700,6064,"cd8t","cd4naivet"
5701,1349,"cd4naivet","cd14mono"
5701,6309,"cd4naivet","cd14mono"
5701,1835,"cd4naivet","b"
5701,3934,"cd4naivet","b"
5702,3233,"cd4naivet","dc"
5702,2903,"cd4naivet","cd14mono"
5702,3898,"cd4naivet","cd4memoryt"
5703,3975,"cd4naivet","cd14mono"
5703,5440,"cd4naivet","tactivated"
5704,1614,"cd16mono","dc"
5704,4487,"cd16mono","b"
5704,550,"cd16mono","tactivated"
5704,4034,"cd16mono","dc"
5704,766,"cd16mono","nk"
5706,6052,"cd14mono","cd4naivet"
5707,310,"cd4naivet","cd4memoryt"
5707,411,"cd4naivet","cd14mono"
5707,6621,"cd4naivet","cd4memoryt"
5707,5025,"cd4naivet","cd14mono"
5708,774,"dc","mk"
5709,200,"cd14mono","cd4memoryt"
5710,6890,"bactivated","cd4memoryt"
5712,1780,"cd8t","bactivated"
5712,6603,"cd8t","dc"
5712,4503,"cd8t","cd4naivet"
5715,3583,"cd4memoryt","b"
5715,6436,"cd4memoryt","cd16mono"
5715,6908,"cd4memoryt","cd4naivet"
5717,4325,"b","dc"
5718,3574,"cd14mono","cd4memoryt"
5718,7274,"cd14mono","mk"
5719,3104,"nk","cd8t"
5720,1927,"cd4naivet","nk"
5721,1890,"b","cd4memoryt"
5722,3718,"cd14mono","cd4memoryt"
5724,1754,"cd4memoryt","cd14mono"
5724,3665,"cd4memoryt","mk"
5724,2184,"cd4memoryt","dc"
5725,4650,"cd14mono","pdc"
5729,7289,"cd4naivet","cd16mono"
5729,3656,"cd4naivet","b"
5729,5244,"cd4naivet","cd14mono"
5730,3514,"cd14mono","b"
5730,7084,"cd14mono","cd16mono"
5731,450,"cd14mono","pdc"
5731,1797,"cd14mono","tactivated"
5732,7130,"cd16mono","cd4memoryt"
5733,120,"tactivated","b"
5733,1955,"tactivated","nk"
5734,1368,"cd14mono","cd4memoryt"
5735,2964,"cd14mono","cd4memoryt"
5736,1092,"tactivated","cd4naivet"
5736,891,"tactivated","b"
5736,6525,"tactivated","b"
5736,6313,"tactivated","bactivated"
5736,1185,"tactivated","cd14mono"
5737,2416,"cd4memoryt","b"
5737,3390,"cd4memoryt","tactivated"
5737,2179,"cd4memoryt","nk"
5737,6919,"cd4memoryt","cd16mono"
5738,7391,"cd4naivet","tactivated"
5738,1350,"cd4naivet","cd4memoryt"
5739,4919,"cd4naivet","b"
5739,7191,"cd4naivet","cd14mono"
5739,42,"cd4naivet","nk"
5739,1100,"cd4naivet","cd14mono"
5740,2317,"cd14mono","cd4memoryt"
5741,5306,"cd8t","cd14mono"
5741,5791,"cd8t","cd14mono"
5741,6960,"cd8t","cd16mono"
5741,2842,"cd8t","cd14mono"
5742,3876,"cd4memoryt","nk"
5743,7379,"cd4naivet","nk"
5743,5995,"cd4naivet","cd16mono"
5745,3777,"cd14mono","bactivated"
5745,7264,"cd14mono","cd4naivet"
5745,1129,"cd14mono","cd4naivet"
5746,3997,"cd14mono","cd4naivet"
5746,2537,"cd14mono","cd16mono"
5746,3759,"cd14mono","cd4memoryt"
5747,2457,"cd4memoryt","cd14mono"
5747,3782,"cd4memoryt","bactivated"
5749,375,"nk","b"
5749,4108,"nk","bactivated"
5750,3703,"cd14mono","cd4memoryt"
5751,2966,"cd4naivet","cd14mono"
5753,1532,"cd4naivet","nk"
5753,324,"cd4naivet","tactivated"
5753,5686,"cd4naivet","cd14mono"
5753,6745,"cd4naivet","dc"
5753,1425,"cd4naivet","tactivated"
5754,3708,"dc","cd14mono"
5754,60,"dc","cd16mono"
5754,4050,"dc","cd4naivet"
5754,1700,"dc","nk"
5755,6101,"cd14mono","cd4memoryt"
5755,2912,"cd14mono","cd4memoryt"
5756,4106,"cd4memoryt","cd14mono"
5757,1409,"cd14mono","cd16mono"
5758,1834,"cd14mono","dc"
5758,6573,"cd14mono","cd4memoryt"
5759,3872,"cd4naivet","b"
5760,2893,"cd14mono","cd4naivet"
5760,5376,"cd14mono","cd4naivet"
5760,353,"cd14mono","cd4memoryt"
5760,6644,"cd14mono","cd16mono"
5761,6262,"cd8t","dc"
5762,5072,"tactivated","cd4naivet"
5762,4532,"tactivated","cd14mono"
5762,573,"tactivated","dc"
5763,4343,"bactivated","cd16mono"
5763,4577,"bactivated","cd4naivet"
5763,1622,"bactivated","cd14mono"
5763,5040,"bactivated","cd4naivet"
5763,2975,"bactivated","cd14mono"
5765,5540,"tactivated","cd14mono"
5765,4877,"tactivated","cd14mono"
5765,2360,"tactivated","cd14mono"
5766,2499,"cd4memoryt","b"
5766,5297,"cd4memoryt","cd14mono"
5770,6249,"bactivated","cd4memoryt"
5770,7259,"bactivated","mk"
5770,257,"bactivated","b"
5771,387,"cd4naivet","cd4memoryt"
5771,2762,"cd4naivet","cd4memoryt"
5771,553,"cd4naivet","dc"
5772,6619,"cd4memoryt","b"
5772,3556,"cd4memoryt","cd16mono"
5772,4203,"cd4memoryt","cd8t"
5773,1665,"cd16mono","cd14mono"
5774,1912,"nk","cd14mono"
5774,3724,"nk","cd14mono"
5774,2195,"nk","cd14mono"
5774,2931,"nk","bactivated"
5775,6619,"cd4memoryt","b"
5775,5866,"cd4memoryt","dc"
5775,2511,"cd4memoryt","cd14mono"
5775,744,"cd4memoryt","cd14mono"
5775,7301,"cd4memoryt","cd14mono"
5776,2525,"cd4memoryt","cd14mono"
5776,2116,"cd4memoryt","cd16mono"
5777,6041,"cd14mono","cd16mono"
5777,5428,"cd14mono","pdc"
5777,8,"cd14mono","cd4naivet"
5777,5583,"cd14mono","b"
5779,6458,"cd4memoryt","cd16mono"
5779,400,"cd4memoryt","tactivated"
5779,2040,"cd4memoryt","pdc"
5779,6018,"cd4memoryt","tactivated"
5782,2529,"b","cd4memoryt"
5782,543,"b","cd14mono"
5783,5317,"dc","cd14mono"
5783,612,"dc","cd16mono"
5784,3541,"b","cd14mono"
5784,2879,"b","nk"
5784,5450,"b","cd14mono"
5784,5326,"b","cd14mono"
5785,904,"cd14mono","dc"
5785,2551,"cd14mono","cd16mono"
5786,5861,"cd4naivet","cd14mono"
5786,1945,"cd4naivet","cd14mono"
5786,2354,"cd4naivet","nk"
5787,2972,"cd14mono","cd4memoryt"
5789,344,"cd4naivet","cd4memoryt"
5789,552,"cd4naivet","cd14mono"
5790,3941,"cd14mono","cd4naivet"
5790,6885,"cd14mono","cd4memoryt"
5790,4753,"cd14mono","bactivated"
5792,3906,"cd8t","cd4naivet"
5792,6829,"cd8t","cd4memoryt"
5793,277,"b","cd14mono"
5793,521,"b","tactivated"
5794,89,"b","cd14mono"
5794,7349,"b","cd14mono"
5794,962,"b","tactivated"
5794,7413,"b","tactivated"
5796,551,"cd14mono","cd4naivet"
5797,6636,"cd14mono","bactivated"
5800,2375,"bactivated","dc"
5800,2975,"bactivated","cd14mono"
5800,7327,"bactivated","nk"
5800,2807,"bactivated","cd4naivet"
5800,6618,"bactivated","cd14mono"
5801,1494,"cd14mono","cd4naivet"
5802,21,"cd14mono","cd8t"
5802,3615,"cd14mono","nk"
5803,1972,"cd4memoryt","b"
5803,4182,"cd4memoryt","bactivated"
5803,7179,"cd4memoryt","cd14mono"
5803,2038,"cd4memoryt","tactivated"
5803,2952,"cd4memoryt","cd16mono"
5804,1980,"cd14mono","dc"
5805,3442,"cd16mono","cd14mono"
5806,6113,"cd4naivet","cd14mono"
5806,3585,"cd4naivet","dc"
5808,5294,"cd4naivet","cd14mono"
5808,5433,"cd4naivet","cd4memoryt"
5808,2157,"cd4naivet","cd4memoryt"
5810,3258,"cd14mono","nk"
5810,6449,"cd14mono","cd16mono"
5810,7282,"cd14mono","cd4naivet"
5812,6217,"cd4naivet","nk"
5812,4251,"cd4naivet","cd14mono"
5812,1516,"cd4naivet","cd14mono"
5812,878,"cd4naivet","cd8t"
5812,1431,"cd4naivet","cd8t"
5813,1763,"cd16mono","cd14mono"
5815,2935,"b","cd14mono"
5815,4862,"b","nk"
5815,650,"b","cd14mono"
5816,5627,"bactivated","cd14mono"
5816,2237,"bactivated","cd4memoryt"
5817,5166,"cd16mono","cd4naivet"
5817,1646,"cd16mono","dc"
5817,7237,"cd16mono","b"
5818,210,"cd4memoryt","cd16mono"
5818,2439,"cd4memoryt","cd14mono"
5818,5242,"cd4memoryt","b"
5818,4646,"cd4memoryt","cd4naivet"
5820,6333,"bactivated","cd8t"
5820,1337,"bactivated","cd4naivet"
5820,4335,"bactivated","cd4memoryt"
5821,644,"cd4memoryt","cd16mono"
5821,5857,"cd4memoryt","mk"
5821,809,"cd4memoryt","cd14mono"
5822,5557,"nk","cd14mono"
5822,2017,"nk","cd14mono"
5822,3724,"nk","cd14mono"
5823,4511,"b","cd14mono"
5824,6594,"tactivated","bactivated"
5824,3758,"tactivated","cd4memoryt"
5824,1267,"tactivated","cd14mono"
5824,290,"tactivated","cd14mono"
5825,4611,"cd14mono","nk"
5825,3447,"cd14mono","cd4memoryt"
5825,5153,"cd14mono","cd4naivet"
5827,973,"cd4memoryt","cd14mono"
5829,1326,"cd4naivet","cd14mono"
5829,2873,"cd4naivet","cd16mono"
5829,4961,"cd4naivet","cd14mono"
5829,4738,"cd4naivet","cd4memoryt"
5829,2713,"cd4naivet","cd14mono"
5830,5950,"tactivated","cd8t"
5831,5776,"cd4naivet","cd4memoryt"
5831,7178,"cd4naivet","cd16mono"
5831,1385,"cd4naivet","cd14mono"
5831,5754,"cd4naivet","dc"
5832,3016,"cd14mono","dc"
5832,3385,"cd14mono","cd4naivet"
5833,1172,"cd4naivet","b"
5833,3937,"cd4naivet","tactivated"
5833,1197,"cd4naivet","tactivated"
5834,1303,"mk","cd4memoryt"
5834,5438,"mk","cd4naivet"
5834,4517,"mk","cd14mono"
5834,2592,"mk","tactivated"
5834,6511,"mk","cd4naivet"
5835,5809,"b","dc"
5835,335,"b","cd4memoryt"
5835,1604,"b","cd4naivet"
5836,4510,"tactivated","cd4naivet"
5836,573,"tactivated","dc"
5836,4887,"tactivated","nk"
5836,3426,"tactivated","nk"
5836,5517,"tactivated","cd16mono"
5838,7296,"dc","cd14mono"
5838,5212,"dc","bactivated"
5839,7396,"cd14mono","cd4naivet"
5840,409,"cd4memoryt","cd14mono"
5840,5029,"cd4memoryt","cd16mono"
5840,7236,"cd4memoryt","tactivated"
5840,1413,"cd4memoryt","cd4naivet"
5840,3538,"cd4memoryt","cd14mono"
5841,4141,"cd14mono","cd16mono"
5841,4079,"cd14mono","cd4naivet"
5841,1357,"cd14mono","tactivated"
5843,5434,"cd4naivet","cd14mono"
5843,1373,"cd4naivet","bactivated"
5843,1324,"cd4naivet","cd14mono"
5845,3584,"cd4memoryt","cd14mono"
5845,3844,"cd4memoryt","cd14mono"
5846,3259,"dc","cd14mono"
5847,2912,"cd14mono","cd4memoryt"
5848,4889,"cd14mono","bactivated"
5849,5381,"b","cd14mono"
5849,4865,"b","cd8t"
5849,7323,"b","cd14mono"
5850,5253,"b","cd14mono"
5850,4255,"b","cd4memoryt"
5851,750,"cd4naivet","cd16mono"
5851,4444,"cd4naivet","cd14mono"
5851,4918,"cd4naivet","cd4memoryt"
5852,1394,"nk","cd14mono"
5853,2379,"cd14mono","cd4naivet"
5853,5694,"cd14mono","cd4naivet"
5854,2369,"cd4naivet","tactivated"
5856,3113,"cd4naivet","cd16mono"
5856,6268,"cd4naivet","cd14mono"
5857,2148,"mk","cd4memoryt"
5857,4060,"mk","cd16mono"
5858,3818,"cd14mono","cd4memoryt"
5858,1838,"cd14mono","nk"
5858,5501,"cd14mono","cd4memoryt"
5859,5715,"b","cd4memoryt"
5859,7199,"b","cd14mono"
5860,1333,"tactivated","cd14mono"
5861,3385,"cd14mono","cd4naivet"
5861,18,"cd14mono","cd4naivet"
5861,4957,"cd14mono","cd4naivet"
5861,3954,"cd14mono","tactivated"
5864,5847,"cd16mono","cd14mono"
5864,2047,"cd16mono","cd14mono"
5865,2950,"bactivated","cd14mono"
5865,3607,"bactivated","mk"
5866,3732,"dc","cd14mono"
5867,4571,"tactivated","cd14mono"
5868,140,"cd14mono","cd4memoryt"
5868,6686,"cd14mono","cd4memoryt"
5868,3837,"cd14mono","cd4naivet"
5869,7416,"cd4naivet","dc"
5870,3019,"pdc","cd14mono"
5870,415,"pdc","eryth"
5870,649,"pdc","cd14mono"
5871,4188,"cd4naivet","nk"
5871,1645,"cd4naivet","b"
5871,6174,"cd4naivet","cd14mono"
5872,2852,"pdc","cd4memoryt"
5872,168,"pdc","cd4naivet"
5872,1687,"pdc","nk"
5874,1334,"cd16mono","cd4naivet"
5874,1665,"cd16mono","cd14mono"
5874,2761,"cd16mono","cd14mono"
5874,6990,"cd16mono","cd14mono"
5876,4075,"b","dc"
5876,4557,"b","cd8t"
5877,517,"cd4naivet","cd4memoryt"
5878,1504,"cd4naivet","cd4memoryt"
5878,1823,"cd4naivet","cd14mono"
5878,5009,"cd4naivet","tactivated"
5880,170,"cd14mono","b"
5881,5014,"cd8t","cd14mono"
5881,1259,"cd8t","nk"
5881,6283,"cd8t","cd4naivet"
5882,138,"cd8t","cd4naivet"
5882,5780,"cd8t","mk"
5883,7190,"b","cd4naivet"
5886,6428,"cd4naivet","cd4memoryt"
5886,3308,"cd4naivet","cd14mono"
5886,2999,"cd4naivet","cd16mono"
5887,6881,"cd4memoryt","cd4naivet"
5887,4640,"cd4memoryt","cd14mono"
5888,2428,"cd4naivet","cd16mono"
5888,1630,"cd4naivet","cd4memoryt"
5889,4683,"nk","cd4naivet"
5890,4404,"bactivated","cd14mono"
5890,1622,"bactivated","cd14mono"
5891,101,"b","cd16mono"
5891,2101,"b","cd4memoryt"
5892,3755,"bactivated","cd14mono"
5892,3463,"bactivated","cd4memoryt"
5897,123,"cd16mono","cd14mono"
5897,4124,"cd16mono","cd14mono"
5897,4867,"cd16mono","nk"
5897,2337,"cd16mono","cd4naivet"
5898,1261,"cd14mono","b"
5900,4219,"nk","cd14mono"
5900,5674,"nk","cd14mono"
5901,4613,"cd16mono","cd14mono"
5901,2751,"cd16mono","cd14mono"
5902,6793,"tactivated","cd14mono"
5902,5592,"tactivated","cd14mono"
5903,3304,"cd14mono","dc"
5903,6548,"cd14mono","b"
5904,3175,"cd4naivet","cd4memoryt"
5904,942,"cd4naivet","cd4memoryt"
5904,5106,"cd4naivet","cd4memoryt"
5905,5937,"cd14mono","nk"
5906,4175,"cd14mono","cd8t"
5906,2197,"cd14mono","cd4memoryt"
5907,3097,"cd4memoryt","cd14mono"
5909,1943,"cd8t","tactivated"
5910,3267,"cd8t","cd14mono"
